"","State","County","FIPS","zip5","NAICSDESCR","long","lat","phone_loc","level","specialty","license","Name","Owner"
"341","IA","Jones","19105",52310,"AMBULANCE SERVICES, AIR OR GROUND",-91.1876345,42.2320076,"NO","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","MONTICELLO AMBULANCE SERVICE","CITY/MUNICIPAL"
"342","IA","Tama","19171",50675,"AMBULANCE SERVICES, AIR OR GROUND",-92.4639069,42.1929511,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","TRAER AMBULANCE SERVICE","CITY/MUNICIPAL"
"343","IA","Tama","19171",50632,"AMBULANCE SERVICES, AIR OR GROUND",-92.674972,42.0926483,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","GARWIN AMBULANCE SERVICE","CITY/MUNICIPAL"
"344","IA","Clayton","19043",52076,"AMBULANCE SERVICES, AIR OR GROUND",-91.5332457,42.6833894,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","STRAWBERRY POINT AMBULANCE","CITY/MUNICIPAL"
"345","IA","Bremer","19017",50674,"AMBULANCE SERVICES, AIR OR GROUND",-92.1085903,42.8472106,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","SUMNER EMERGENCY MEDICAL SERVICES INCORPORATED","PRIVATE"
"346","IA","Monona","19133",51034,"AMBULANCE SERVICES, AIR OR GROUND",-95.7968185,42.1604845,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","MAPLETON AMBULANCE SERVICE","CITY/MUNICIPAL"
"347","IA","Chickasaw","19037",50658,"AMBULANCE SERVICES, AIR OR GROUND",-92.5366867,42.9539965,"NO","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","CHICKASAW AMBULANCE SERVICE - NASHUA","PRIVATE"
"348","IA","Chickasaw","19037",50659,"AMBULANCE SERVICES, AIR OR GROUND",-92.3133773,43.0586958,"NO","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","CHICKASAW AMBULANCE SERVICE - NEW HAMPTON","PRIVATE"
"349","IA","Benton","19011",52208,"AMBULANCE SERVICES, AIR OR GROUND",-92.2664981,41.8977244,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","BELLE PLAINE AREA AMBULANCE SERVICE","PRIVATE"
"350","IA","Poweshiek","19157",50112,"AMBULANCE SERVICES, AIR OR GROUND",-92.7220931,41.7348827,"N/A","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","MIDWEST AMBULANCE SERVICE OF IOWA POST 10","PRIVATE"
"351","IA","Guthrie","19077",50216,"RESCUE SERVICES, MEDICAL",-94.3654434,41.6920744,"NO","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","PANORA RESCUE SQUAD","CITY/MUNICIPAL"
"352","IA","Keokuk","19107",52591,"FIRE AND RESCUE SERVICE",-92.204721,41.3323854,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","SIGOURNEY FIRE AND RESCUE","FIRE"
"353","IA","Keokuk","19107",52335,"AMBULANCE SERVICES, AIR OR GROUND",-92.0906552,41.4529657,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","SOUTH ENGLISH FIRST RESPONDERS","CITY/MUNICIPAL"
"354","IA","Iowa","19095",52301,"AMBULANCE SERVICES, AIR OR GROUND",-92.0734857,41.802466,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","IOWA COUNTY AMBULANCE SERVICE","HOSPITAL"
"355","IA","Woodbury","19193",51044,"AMBULANCE SERVICES, AIR OR GROUND",-95.8942581,42.2869614,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","OTO COMMUNITY AMBULANCE SERVICE","CITY/MUNICIPAL"
"356","IA","Emmet","19063",51334,"AMBULANCE SERVICES, AIR OR GROUND",-94.8435173,43.4022234,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","ESTHERVILLE AMBULANCE SERVICE","PRIVATE"
"357","IA","Floyd","19067",50458,"AMBULANCE SERVICES, AIR OR GROUND",-93.0061066,43.1415044,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","NORA SPRINGS VOLUNTEER AMBULANCE","CITY/MUNICIPAL"
"358","IA","Hardin","19083",50258,"AMBULANCE SERVICES, AIR OR GROUND",-93.0628384,42.2449269,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","UNION EMERGENCY MEDICAL SERVICES","CITY/MUNICIPAL"
"359","IA","Dickinson","19059",51347,"RESCUE SERVICES, MEDICAL",-95.3207108,43.4548288,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","LAKE PARK RESCUE","COUNTY"
"360","IA","Benton","19011",52249,"AMBULANCE SERVICES, AIR OR GROUND",-92.1963721,41.9983221,"NO","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","KEYSTONE FIRST RESPONDERS","CITY/MUNICIPAL"
"361","IA","Ida","19093",51445,"AMBULANCE SERVICES, AIR OR GROUND",-95.4604204,42.3404046,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","COMMUNITY AMBULANCE SERVICE OF IDA GROVE","HOSPITAL"
"362","IA","Kossuth","19109",50517,"AMBULANCE SERVICES, AIR OR GROUND",-94.2189346,43.2924782,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","BANCROFT AMBULANCE SERVICE","CITY/MUNICIPAL"
"363","IA","Greene","19073",50129,"AMBULANCE SERVICES, AIR OR GROUND",-94.3875022,42.0166747,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","GREENE COUNTY EMERGENCY MEDICAL SERVICES INCORPORATED","PRIVATE"
"364","IA","Linn","19113",52314,"AMBULANCE SERVICES, AIR OR GROUND",-91.4104832,41.9175657,"NO","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","LISBON MOUNT VERNON AMBULANCE","CITY/MUNICIPAL"
"365","IA","Osceola","19143",51232,"AMBULANCE SERVICES, AIR OR GROUND",-95.7918442,43.311723,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","OSCEOLA COUNTY AMBULANCE SERVICE - ASHTON DIVISION","CITY/MUNICIPAL"
"366","IA","Osceola","19143",51354,"AMBULANCE SERVICES, AIR OR GROUND",-95.5344277,43.4162802,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","OSCEOLA COUNTY AMBULANCE SERVICE - OCHEYEDAN DIVISION","CITY/MUNICIPAL"
"367","IA","Jones","19105",52305,"AMBULANCE AND FIRE SERVICE COMBINED",-91.3585589,42.0205503,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","MARTELLE FIRE DEPARTMENT","LOCAL"
"368","IA","Iowa","19095",52361,"AMBULANCE SERVICES, AIR OR GROUND",-92.0659287,41.6915764,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","KINZE MANUFACTURING INCORPORATED","PRIVATE"
"369","IA","Pocahontas","19151",50554,"AMBULANCE SERVICES, AIR OR GROUND",-94.8509464,42.849079,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","LAURENS AMBULANCE SERVICE","CITY/MUNICIPAL"
"370","IA","Woodbury","19193",51019,"AMBULANCE SERVICES, AIR OR GROUND",-95.7221768,42.2347409,"NO","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","DANBURY COMMUNITY AMBULANCE","CITY/MUNICIPAL"
"371","IA","Linn","19113",52324,"AMBULANCE SERVICES, AIR OR GROUND",-91.8008862,42.0658502,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","BENTON LINN AMBULANCE SERVICE","PRIVATE"
"372","IA","Warren","19181",50210,"FIRE AND RESCUE SERVICE",-93.7299536,41.1820356,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","VIRGINIA TOWNSHIP FIRE AND RESCUE DEPARTMENT","FIRE"
"373","IA","Sac","19161",50535,"FIRE AND RESCUE SERVICE",-95.1512882,42.4615718,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","EARLY FIRE AND RESCUE","CITY/MUNICIPAL"
"374","IA","Sac","19161",50561,"AMBULANCE AND FIRE SERVICE COMBINED",-94.8593988,42.4223489,"YES","BASIC","NOT AVAILABLE","NOT AVAILABLE","LYTTON FIRE DEPARTMENT","CITY/MUNICIPAL"
"375","IA","Sac","19161",50567,"AMBULANCE AND FIRE SERVICE COMBINED",-95.0882656,42.5152067,"NO","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","NEMAHA FIRE DEPARTMENT","FIRE"
"376","IA","Story","19169",50055,"FIRE AND RESCUE SERVICE",-93.3045921,41.9011683,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","COLLINS FIRE RESCUE","FIRE"
"377","IA","Kossuth","19109",50590,"AMBULANCE SERVICES, AIR OR GROUND",-94.3106143,43.3846929,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","SWEA CITY AMBULANCE","FIRE"
"378","IA","Boone","19015",50223,"FIRE AND RESCUE SERVICE",-94.0174105,42.1621715,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","PILOT MOUND FIRE AND RESCUE DEPARTMENT","FIRE"
"379","IA","Carroll","19027",51401,"AMBULANCE SERVICES, AIR OR GROUND",-94.8661506,42.0623449,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","CARROLL COUNTY AMBULANCE SERVICE","COUNTY"
"380","IA","Butler","19023",50619,"AMBULANCE SERVICES, AIR OR GROUND",-92.6682366,42.7843938,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","CLARKSVILLE AMBULANCE SERVICE","CITY/MUNICIPAL"
"381","IA","Butler","19023",50604,"AMBULANCE SERVICES, AIR OR GROUND",-92.8841779,42.5847861,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","APLINGTON AMBULANCE SERVICE","CITY/MUNICIPAL"
"382","IA","Sioux","19167",51003,"AMBULANCE SERVICES, AIR OR GROUND",-96.0104296,42.9864375,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","ALTON AMBULANCE","CITY/MUNICIPAL"
"383","IA","Calhoun","19025",51453,"AMBULANCE SERVICES, AIR OR GROUND",-94.5465035,42.2668332,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","LOHRVILLE AMBULANCE SERVICE","CITY/MUNICIPAL"
"384","IA","Linn","19113",52404,"AMBULANCE SERVICES, AIR OR GROUND",-91.6379581,41.9320237,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","CEDAR RIVER PAPER EMERGENCY MEDICAL SERVICES TEAM","OTHER"
"385","IA","Dallas","19049",50003,"AMBULANCE SERVICES, AIR OR GROUND",-94.0178823,41.6131218,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","DALLAS COUNTY EMERGENCY MEDICAL SERVICES","COUNTY"
"386","IA","Dallas","19049",50233,"AMBULANCE SERVICES, AIR OR GROUND",-94.195634,41.5902839,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","REDFIELD EMERGENCY MEDICAL SERVICES","FIRE"
"387","IA","Hamilton","19079",50595,"AMBULANCE SERVICES, AIR OR GROUND",-93.8075386,42.4651015,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","PERFORMANCE EMERGENCY MEDICAL SERVICES","PRIVATE"
"388","IA","Hardin","19083",50627,"RESCUE SERVICES, MEDICAL",-93.0964966,42.3603748,"NO","BASIC","NOT AVAILABLE","NOT AVAILABLE","HARDIN COUNTY RESCUE SQUAD - SOUTH","COUNTY/PRIVATE"
"389","IA","Franklin","19069",50452,"AMBULANCE SERVICES, AIR OR GROUND",-93.3686497,42.7631261,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","WEST FRANKLIN EMERGENCY MEDICAL SERVICES INCORPORATED","PRIVATE"
"390","IA","Carroll","19027",51452,"AMBULANCE AND FIRE SERVICE COMBINED",-94.7839034,42.1250501,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","LIDDERDALE FIRE DEPARTMENT / LIDDERDALE FIRST RESPONDERS","FIRE"
"391","IA","Kossuth","19109",50598,"AMBULANCE AND FIRE SERVICE COMBINED",-94.4216396,43.0636323,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","WHITTEMORE VOLUNTEER FIRE DEPARTMENT","FIRE"
"392","IA","Hamilton","19079",50271,"FIRE AND RESCUE SERVICE",-93.5453302,42.4873598,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","WILLIAMS FIRE AND RESCUE","FIRE"
"393","IA","Hardin","19083",50006,"AMBULANCE AND FIRE SERVICE COMBINED",-93.3748751,42.5199138,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","ALDEN FIRE DEPARTMENT / ALDEN FIRST RESPONDERS","FIRE"
"394","IA","Delaware","19055",50654,"AMBULANCE AND FIRE SERVICE COMBINED",-91.590608,42.4800602,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","MASONVILLE FIRE DEPARTMENT AND FIRST RESPONDERS","CITY/MUNICIPAL"
"395","IA","Woodbury","19193",51048,"AMBULANCE AND FIRE SERVICE COMBINED",-95.8670952,42.5437202,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","PIERSON VOLUNTEER FIRE AND AMBULANCE","CITY/MUNICIPAL"
"396","IA","Guthrie","19077",50277,"AMBULANCE AND FIRE SERVICE COMBINED",-94.3544833,41.7752345,"NO","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","YALE FIRST RESPONDERS AND VOLUNTEER FIRE DEPARTMENT","FIRE"
"397","IA","Buchanan","19019",52326,"AMBULANCE AND FIRE SERVICE COMBINED",-91.7601929,42.3947302,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","QUASQUETON EMERGENCY SERVICES","FIRE"
"398","IA","Guthrie","19077",50026,"AMBULANCE AND FIRE SERVICE COMBINED",-94.4291595,41.8479195,"NO","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","BAGLEY VOLUNTEER FIRE DEPARTMENT","CITY/MUNICIPAL"
"399","IA","Dubuque","19061",52078,"AMBULANCE AND FIRE SERVICE COMBINED",-91.1210277,42.3969811,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","WORTHINGTON COMMUNITY FIRE DEPARTMENT","FIRE"
"400","IA","Polk","19153",50265,"AMBULANCE SERVICES, AIR OR GROUND",-93.7658221,41.5418907,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","CITY OF WEST DES MOINES EMERGENCY MEDICAL SERVICES STATION 18","NOT AVAILABLE"
"401","IA","Polk","19153",50309,"AMBULANCE SERVICES, AIR OR GROUND",-93.6327798,41.5925531,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","MIDWEST AMBULANCE SERVICE OF IOWA INCORPORATED","PRIVATE"
"402","IA","Clayton","19043",52047,"AMBULANCE AND FIRE SERVICE COMBINED",-91.3683362,42.9578991,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","FARMERSBURG FIRE DEPARTMENT","LOCAL"
"403","IA","Tama","19171",52342,"AMBULANCE AND FIRE SERVICE COMBINED",-92.582561,41.995411,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","TOLEDO VOLUNTEER FIRE DEPARTMENT AND EMERGENCY SERVICES","LOCAL"
"404","IA","Pottawattamie","19155",51560,"FIRE AND RESCUE SERVICE",-95.3988756,41.3094789,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","OAKLAND FIRE AND RESCUE DEPARTMENT","LOCAL"
"405","IA","Jasper","19099",50135,"AMBULANCE AND FIRE SERVICE COMBINED",-92.9077219,41.7164972,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","KELLOGG FIRE AND AMBULANCE DEPARTMENT","LOCAL"
"406","IA","Winneshiek","19191",52168,"AMBULANCE SERVICES, AIR OR GROUND",-91.9535583,43.2029042,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","SOUTH WINNESHIEK AREA FIRST RESPONDERS - SPILLVILLE","COUNTY"
"407","IA","Ida","19093",51431,"AMBULANCE AND FIRE SERVICE COMBINED",-95.3471801,42.335148,"N/A","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","ARTHUR FIRST RESPONDERS","CITY/MUNICIPAL"
"408","IA","Benton","19011",52332,"AMBULANCE AND FIRE SERVICE COMBINED",-91.8689668,42.0943826,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","CANTON - BENTON - SHELLSBURG FIRE ADMINISTRATION","FIRE"
"409","IA","Palo Alto","19147",50597,"AMBULANCE SERVICES, AIR OR GROUND",-94.447137,42.960437,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","PALO ALTO COMMUNITY AMBULANCE - WEST BEND","COUNTY"
"410","IA","Buchanan","19019",50671,"FIRE AND RESCUE SERVICE",-91.8118809,42.6422568,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","STANLEY FIRE AND RESCUE","FIRE"
"411","IA","Tama","19171",52339,"AMBULANCE SERVICES, AIR OR GROUND",-92.5805227,41.9626971,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","TAMA EMERGENCY MEDICAL SERVICES","CITY/MUNICIPAL"
"412","IA","Butler","19023",50625,"AMBULANCE SERVICES, AIR OR GROUND",-92.9726413,42.7493524,"NO","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","DUMONT VOLUNTEER AMBULANCE SERVICE","CITY/MUNICIPAL"
"413","IA","Johnson","19103",52338,"AMBULANCE AND FIRE SERVICE COMBINED",-91.6801684,41.8473002,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","JEFFERSON MONROE FIRE DEPARTMENT","FIRE"
"414","IA","Wright","19197",50421,"AMBULANCE SERVICES, AIR OR GROUND",-93.6035247,42.8394148,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","EATON CORPORATION - BELMOND EMERGENCY MEDICAL SERVICES","PRIVATE"
"415","IA","Linn","19113",52233,"AMBULANCE AND FIRE SERVICE COMBINED",-91.6831983,42.0385321,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","HIAWATHA FIRE DEPARTMENT","NOT AVAILABLE"
"416","IA","Emmet","19063",50514,"AMBULANCE SERVICES, AIR OR GROUND",-94.4829196,43.3930083,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","ARMSTRONG EMERGENCY MEDICAL SERVICES","CITY/MUNICIPAL"
"417","IA","Ida","19093",51020,"AMBULANCE AND FIRE SERVICE COMBINED",-95.4166038,42.506769,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","GALVA FIRST RESPONDERS","FIRE"
"418","IA","Clay","19041",51338,"FIRE AND RESCUE SERVICE",-95.3276874,43.1590083,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","EVERLY FIRE AND RESCUE","FIRE"
"419","IA","Black Hawk","19013",50634,"AMBULANCE AND FIRE SERVICE COMBINED",-92.2154492,42.4163475,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","GILBERTVILLE VOLUNTEER FIRE DEPARTMENT","PRIVATE"
"420","IA","Buchanan","19019",50641,"AMBULANCE AND FIRE SERVICE COMBINED",-91.9063749,42.6176691,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","HAZLETON FIRST RESPONDERS","FIRE"
"421","IA","Webster","19187",50532,"FIRE AND RESCUE SERVICE",-93.993603,42.4691194,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","DUNCOMBE FIRE AND RESCUE","FIRE"
"422","IA","Clay","19041",51047,"AMBULANCE AND FIRE SERVICE COMBINED",-95.3427202,42.9166084,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","PETERSON FIRE AND CRISIS RESPONSE UNIT","CITY/MUNICIPAL"
"423","IA","Cass","19029",51544,"AMBULANCE AND FIRE SERVICE COMBINED",-95.0886916,41.3059488,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","LEWIS FIRE DEPARTMENT","COUNTY"
"424","IA","Winnebago","19189",50424,"AMBULANCE SERVICES, AIR OR GROUND",-93.9503098,43.3856395,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","BUFFALO CENTER VOLUNTEER AMBULANCE SERVICE","CITY/MUNICIPAL"
"425","IA","Kossuth","19109",50483,"AMBULANCE SERVICES, AIR OR GROUND",-93.9929727,43.0884458,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","WESLEY FIRST RESPONDERS","CITY/MUNICIPAL"
"426","IA","Cedar","19031",52216,"AMBULANCE SERVICES, AIR OR GROUND",-91.058367,41.8889631,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","CLARENCE AMBULANCE SERVICE","FIRE"
"427","IA","Louisa","19115",52738,"AMBULANCE SERVICES, AIR OR GROUND",-91.3613603,41.2713312,"YES","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","LOUISA COUNTY AMBULANCE SERVICE - COLUMBUS JUNCTION BASE","PRIVATE"
"428","IA","Polk","19153",50325,"AMBULANCE AND FIRE SERVICE COMBINED",-93.7347052,41.6079444,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","CLIVE FIRE DEPARTMENT STATION 1","LOCAL"
"429","IA","Linn","19113",52352,"AMBULANCE AND FIRE SERVICE COMBINED",-91.7818944,42.2863605,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","WALKER FIRE DEPARTMENT","LOCAL"
"430","IA","Obrien","19141",51248,"AMBULANCE SERVICES, AIR OR GROUND",-95.6500314,43.1809798,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","SANBORN AMBULANCE SERVICE","CITY/MUNICIPAL"
"431","IA","Delaware","19055",52057,"AMBULANCE SERVICES, AIR OR GROUND",-91.3439066,42.4746904,"YES","FIRST RESPONDER","NOT AVAILABLE","NOT AVAILABLE","DELAWARE FIRST RESPONDERS","CITY/MUNICIPAL"
"432","IA","Black Hawk","19013",50626,"AMBULANCE SERVICES, AIR OR GROUND",-92.1598882,42.5635837,"YES","EMT INTERMEDIATE","NOT AVAILABLE","NOT AVAILABLE","DUNKERTON AMBULANCE SERVICE","CITY/MUNICIPAL"
"433","IA","Delaware","19055",52035,"AMBULANCE SERVICES, AIR OR GROUND",-91.2019068,42.6374515,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","COLESBURG AMBULANCE DEPARTMENT","CITY/MUNICIPAL"
"434","IA","Marshall","19127",50005,"AMBULANCE SERVICES, AIR OR GROUND",-92.9897557,42.1111321,"NO","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","ALBION FIRST RESPONDERS","FIRE"
"435","IA","Warren","19181",50047,"AMBULANCE AND FIRE SERVICE COMBINED",-93.4873944,41.4993607,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","CARLISLE CITY FIRE DEPARTMENT","LOCAL"
"436","IA","Marion","19125",50138,"AMBULANCE AND FIRE SERVICE COMBINED",-93.0187311,41.2294037,"NO","BASIC","NOT AVAILABLE","NOT AVAILABLE","INDIANA TOWNSHIP FIRE DEPARTMENT","FIRE"
"437","IA","Marion","19125",50138,"AMBULANCE SERVICES, AIR OR GROUND",-93.0651793,41.3189957,"YES","EMT BASIC","NOT AVAILABLE","NOT AVAILABLE","3M KNOXVILLE","PRIVATE"
"438","IA","Poweshiek","19157",52211,"AMBULANCE AND FIRE SERVICE COMBINED",-92.4460731,41.7306506,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","BROOKLYN FIRE DEPARTMENT","NOT AVAILABLE"
"439","IA","Story","19169",50201,"AMBULANCE SERVICES, AIR OR GROUND",-93.4472819,42.0230064,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","NEVADA FIRST RESPONDERS","NOT AVAILABLE"
"440","IA","Story","19169",50010,"AMBULANCE AND FIRE SERVICE COMBINED",-93.6090189,42.0016561,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","AMES FIRE DEPARTMENT STATION 3","NOT AVAILABLE"
"441","IA","Story","19169",50134,"AMBULANCE SERVICES, AIR OR GROUND",-93.6650729,41.9501863,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","KELLEY FIRST RESPONDERS","NOT AVAILABLE"
"442","IA","Carroll","19027",51463,"AMBULANCE SERVICES, AIR OR GROUND",-94.9428405,41.9190544,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","CARROLL COUNTY AMBULANCE SERVICE - TEMPLETON","NOT AVAILABLE"
"443","IA","Polk","19153",50321,"AMBULANCE AND FIRE SERVICE COMBINED",-93.6556675,41.5381754,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","DES MOINES INTERNATIONAL AIRPORT FIRE DEPARTMENT","FEDERAL GOVERNMENT - DEPARTMENT OF DEFENSE (DOD)"
"444","IA","Poweshiek","19157",52347,"AMBULANCE AND FIRE SERVICE COMBINED",-92.3012018,41.7312821,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","VICTOR FIRE DEPARTMENT","LOCAL"
"445","IA","Carroll","19027",51436,"AMBULANCE SERVICES, AIR OR GROUND",-94.9751179,42.182524,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","CARROLL COUNTY AMBULANCE SERVICE - BREDA","NOT AVAILABLE"
"446","IA","Clayton","19043",52157,"AMBULANCE AND FIRE SERVICE COMBINED",-91.1869572,43.0459602,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","MCGREGOR HOOK AND LADDER COMPANY 1 STATION 2","NOT AVAILABLE"
"447","IA","Polk","19153",50169,"AMBULANCE AND FIRE SERVICE COMBINED",-93.357304,41.6684054,"NO","EMT PARAMEDIC","NOT AVAILABLE","NOT AVAILABLE","MITCHELLVILLE FIRE DEPARTMENT","FIRE"
"448","IA","Story","19169",50248,"AMBULANCE AND FIRE SERVICE COMBINED",-93.5971145,42.1862744,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","STORY CITY FIRE DEPARTMENT","LOCAL"
"449","IA","Pocahontas","19151",50541,"AMBULANCE AND FIRE SERVICE COMBINED",-94.4436467,42.7300455,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","GILMORE CITY FIRE DEPARTMENT","NOT AVAILABLE"
"450","IA","Cerro Gordo","19033",50482,"AMBULANCE AND FIRE SERVICE COMBINED",-93.4755203,43.129038,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","VENTURA PROTECTIVE ASSOCIATION","LOCAL"
"451","IA","Jasper","19099",50028,"RESCUE SERVICES, MEDICAL",-93.1512097,41.8249399,"NO","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","BAXTER RESCUE UNIT","NOT AVAILABLE"
"452","IA","Greene","19073",51462,"AMBULANCE AND FIRE SERVICE COMBINED",-94.5456433,42.0215661,"YES","NOT AVAILABLE","NOT AVAILABLE","NOT AVAILABLE","SCRANTON VOLUNTEER FIRE DEPARTMENT","NOT AVAILABLE"
