"","county_number","county","aea","district_nces_code","district_number","district_name","school_nces_code","district_school_id","school_name","grade_start","grade_end","administrator","administrator_title","mailing_address","po_box","mailing_city","mailing_zip_code","phone_number","fax_number","email_address","physical_location","zip5","coords","public","type","geometry"
"244",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000529,490,"Edmunds Fine Arts Academy",0,5,"Jaynette Rittman","Principal","950 15th Street","","Des Moines","50314",5152431174,5152441568,"jaynette.rittman@dmschools.org","POINT (-93.63777 41.594379)","50314","(-93.63777 41.594379)",TRUE,"Elementary",c(-93.63777, 41.594379)
"245",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000576,850,"Smouse Opportunity School",0,8,"Roxanne Cumings","Principal","2820 Center St","","Des Moines","50312",5152428210,5152428214,"roxanne.cumings@dmschools.org","POINT (-93.656873 41.591685)","50312","(-93.656873 41.591685)",TRUE,"Elementary",c(-93.656873, 41.591685)
"246",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000576,850,"Smouse Opportunity School",0,8,"Roxanne Cumings","Principal","2820 Center St","","Des Moines","50312",5152428210,5152428214,"roxanne.cumings@dmschools.org","POINT (-93.656873 41.591685)","50312","(-93.656873 41.591685)",TRUE,"Middle",c(-93.656873, 41.591685)
"247",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000538,553,"Greenwood Elementary School",0,5,"Andrea Safina","Principal","316 37th Street","","Des Moines","50312",5152428410,5152775673,"andrea.safina@dmschools.org","POINT (-93.666601 41.582379)","50312","(-93.666601 41.582379)",TRUE,"Elementary",c(-93.666601, 41.582379)
"248",78,"Pottawattamie",13,1908220,1476,"Council Bluffs  Comm School District",190822000419,212,"Gerald W Kirn Middle School",6,8,"Kerry Newman","Principal","100 North Ave","","Council Bluffs","51503",7123286454,7123286456,"knewman@cbcsd.org","POINT (-95.831134 41.27219)","51503","(-95.831134 41.27219)",TRUE,"Middle",c(-95.831134, 41.27219)
"249",84,"Sioux",12,NA,6030,"",NA,8314,"Sioux Center Christian School",0,8,"Josh Bowar","Superintendent","630 First Ave SE","PO Box 165","Sioux Center","51250-0165",7127220777,7127220782,"jbowar@siouxcenterchristian.com","POINT (-96.173981 43.071907)","51250","(-96.173981 43.071907)",TRUE,"Elementary",c(-96.173981, 43.071907)
"250",84,"Sioux",12,NA,6030,"",NA,8314,"Sioux Center Christian School",0,8,"Josh Bowar","Superintendent","630 First Ave SE","PO Box 165","Sioux Center","51250-0165",7127220777,7127220782,"jbowar@siouxcenterchristian.com","POINT (-96.173981 43.071907)","51250","(-96.173981 43.071907)",TRUE,"Middle",c(-96.173981, 43.071907)
"251",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000565,733,"Moulton Elementary School",0,5,"Eric Van Dorin","Principal","1541 8th Street","","Des Moines","50314",5152428427,5152881346,"eric.vandorin@dmschools.org","POINT (-93.628156 41.60707)","50314","(-93.628156 41.60707)",TRUE,"Elementary",c(-93.628156, 41.60707)
"252",85,"Story",11,1903540,225,"Ames  Comm School District",190354000054,456,"Mitchell Elementary School",0,5,"Justin Jeffs","Principal","3521 Jewel Dr","","Ames","50010",5152393775,5152393823,"justin.jeffs@ames.k12.ia.us","POINT (-93.600105 41.990178)","50010","(-93.600105 41.990178)",TRUE,"Elementary",c(-93.600105, 41.990178)
"253",78,"Pottawattamie",13,1908220,1476,"Council Bluffs  Comm School District",190822000440,245,"Woodrow Wilson Middle School",6,8,"Kim Kazmierczak","Principal","712 N 21st St","","Council Bluffs","51501-0902",7123286476,7123286479,"kkazmierczak@cbcsd.org","POINT (-95.874858 41.268525)","51501","(-95.874858 41.268525)",TRUE,"Middle",c(-95.874858, 41.268525)
"254",97,"Woodbury",12,1926400,6039,"Sioux City  Comm School District",192640001526,580,"Riverside Elementary School",0,5,"Dr. Angela Holcomb","Principal","2303 Riverside Blvd","","Sioux City","51109",7122796811,7122776139,"holcoma@live.siouxcityschools.com","POINT (-96.475135 42.51753800000001)","51109","(-96.475135 42.51753800000001)",TRUE,"Elementary",c(-96.475135, 42.517538)
"255",77,"Polk",11,1903690,261,"Ankeny  Comm School District",190369000072,405,"East Elementary School",0,5,"Andrew Burg","Principal","710 SE 3rd","","Ankeny","50021-0189",5159659660,5159659663,"andrew.burg@ankenyschools.org","POINT (-93.589648 41.729636)","50021","(-93.589648 41.729636)",TRUE,"Elementary",c(-93.589648, 41.729636)
"256",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000559,697,"McKinley Elementary School",0,5,"Lois Brass","Principal","1610 SE 6th Street","","Des Moines","50315",5152428423,5152821327,"lois.brass@dmschools.org","POINT (-93.605265 41.573197)","50315","(-93.605265 41.573197)",TRUE,"Elementary",c(-93.605265, 41.573197)
"257",82,"Scott",9,NA,1611,"",NA,8212,"Trinity Lutheran School",0,8,"Bill Meyer","Principal","1122 W Central Pk Ave","","Davenport","52804",5633225224,5633249153,"bill.meyer@trinitydavenport.org","POINT (-90.589906 41.545508)","52804","(-90.589906 41.545508)",TRUE,"Elementary",c(-90.589906, 41.545508)
"258",82,"Scott",9,NA,1611,"",NA,8212,"Trinity Lutheran School",0,8,"Bill Meyer","Principal","1122 W Central Pk Ave","","Davenport","52804",5633225224,5633249153,"bill.meyer@trinitydavenport.org","POINT (-90.589906 41.545508)","52804","(-90.589906 41.545508)",TRUE,"Middle",c(-90.589906, 41.545508)
"259",82,"Scott",9,1908580,1611,"Davenport  Comm School District",190858001881,573,"Truman Elementary School",0,5,"Cory Williams","Principal","5506 N Pine","","Davenport","52806",5637236900,NA,"williamsco@davenportschools.org","POINT (-90.610118 41.577734)","52806","(-90.610118 41.577734)",TRUE,"Elementary",c(-90.610118, 41.577734)
"260",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897002093,819,"Samuelson Elementary School",0,5,"Cindy Roerig","Principal","3929 Bel-Aire Rd","","Des Moines","50310",5152428441,5153310971,"cindy.roerig@dmschools.org","POINT (-93.671658 41.640016)","50310","(-93.671658 41.640016)",TRUE,"Elementary",c(-93.671658, 41.640016)
"261",84,"Sioux",12,NA,747,"",NA,8305,"Hull Christian School",0,8,"Randy Ten Pas","Principal","1301 5th St","Box 550","Hull","51239",7124392273,8889900581,"rtenpas@hullchristian.com","POINT (-96.129572 43.19273)","51239","(-96.129572 43.19273)",TRUE,"Elementary",c(-96.129572, 43.19273)
"262",84,"Sioux",12,NA,747,"",NA,8305,"Hull Christian School",0,8,"Randy Ten Pas","Principal","1301 5th St","Box 550","Hull","51239",7124392273,8889900581,"rtenpas@hullchristian.com","POINT (-96.129572 43.19273)","51239","(-96.129572 43.19273)",TRUE,"Middle",c(-96.129572, 43.19273)
"263",78,"Pottawattamie",13,1908220,1476,"Council Bluffs  Comm School District",190822000422,481,"Hoover Elementary School",0,5,"Brittany Hettrick","Principal","1205 North Broadway","","Council Bluffs","51503",7123286537,7123286538,"bhettrick@cbcsd.org","POINT (-95.836264 41.272733)","51503","(-95.836264 41.272733)",TRUE,"Elementary",c(-95.836264, 41.272733)
"264",77,"Polk",11,1930930,6957,"West Des Moines  Comm School District",193093002055,476,"Westridge Elementary",0,6,"Nathan Ballagh","Principal","5500 E P True Parkway","","West Des Moines","50266",5156335400,5156335499,"ballaghn@wdmcs.org","POINT (-93.781023 41.573572)","50266","(-93.781023 41.573572)",TRUE,"Elementary",c(-93.781023, 41.573572)
"265",82,"Scott",9,1908580,1611,"Davenport  Comm School District",190858000485,223,"Walcott Intermediate",6,8,"Mike Lawler","Principal","545 E James St","","Walcott","52773",5634455200,5634455959,"lawlerm@davenportschools.org","POINT (-90.76661800000001 41.587435)","52773","(-90.76661800000001 41.587435)",TRUE,"Middle",c(-90.766618, 41.587435)
"266",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897002218,618,"Jessie Franklin Taylor",0,0,"Susan Guest","Supervisor","1801 16th Street","","Des Moines","50314",5152428424,NA,"susan.guest@dmschools.org","POINT (-93.63901000000001 41.611593)","50314","(-93.63901000000001 41.611593)",TRUE,"Elementary",c(-93.63901, 41.611593)
"267",78,"Pottawattamie",13,1908220,1476,"Council Bluffs  Comm School District",190822000425,499,"Longfellow Elementary School",0,5,"Garry Milbourn","Principal","2011 S 10th St","","Council Bluffs","51501",7123286522,7123286524,"gmilbourn@cbcsd.org","POINT (-95.859016 41.242114)","51501","(-95.859016 41.242114)",TRUE,"Elementary",c(-95.859016, 41.242114)
"268",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000572,782,"Pleasant Hill Elementary School",0,5,"Terrie Price","Principal","4801 E Oakwood Dr","","Des Moines","50327",5152428432,5152658344,"terrie.price@dmschools.org","POINT (-93.520093 41.587511)","50327","(-93.520093 41.587511)",TRUE,"Elementary",c(-93.520093, 41.587511)
"269",82,"Scott",9,1908580,1611,"Davenport  Comm School District",190858000477,508,"Madison Elementary School",0,5,"Steve Mielenhausen","Principal","116 E Locust St","","Davenport","52803",5637236750,5634455976,"mielenhausens@davenportschools.org","POINT (-90.573321 41.538259)","52803","(-90.573321 41.538259)",TRUE,"Elementary",c(-90.573321, 41.538259)
"270",78,"Pottawattamie",13,1908220,1476,"Council Bluffs  Comm School District",190822000413,422,"Carter Lake Elementary School",0,5,"Doreen Knuth","Principal","1000 Willow Drive","","Carter Lake","51510-1399",7123475876,7123475273,"dknuth@cbcsd.org","POINT (-95.916467 41.290322)","51510","(-95.916467 41.290322)",TRUE,"Elementary",c(-95.916467, 41.290322)
"271",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897001143,984,"Walnut Street School",0,5,"Amy Laug","Principal","901 Walnut St","","Des Moines","50309",5152428438,5152428372,"amy.laug@dmschools.org","POINT (-93.62873500000002 41.585043)","50309","(-93.62873500000002 41.585043)",TRUE,"Elementary",c(-93.628735, 41.585043)
"272",77,"Polk",11,1926820,6101,"Southeast Polk  Comm School District",192682002134,438,"Spring Creek - 6th Grade",6,6,"Scott Bauer","Principal","8031 NE University Ave.","","Pleasant Hill","50327",5159675533,5159675572,"scott.bauer@southeastpolk.org","POINT (-93.443525 41.600392)","50327","(-93.443525 41.600392)",TRUE,"Middle",c(-93.443525, 41.600392)
"273",82,"Scott",9,1908580,1611,"Davenport  Comm School District",190858000458,414,"Buchanan Elementary School",0,5,"Rachel Ivory","Principal","4515 N. Fairmount","","Davenport","52806",5637236250,5634455964,"ivoryr@davenportschools.org","POINT (-90.629505 41.566275)","52806","(-90.629505 41.566275)",TRUE,"Elementary",c(-90.629505, 41.566275)
"274",82,"Scott",9,NA,621,"",NA,8110,"Rivermont Collegiate",0,12,"C. Max Roach","Other Administrator","1821 Sunset Drive","","Bettendorf","52722",5633591366,NA,"roach@rvmt.org","POINT (-90.506308 41.530363)","52722","(-90.506308 41.530363)",TRUE,"Elementary",c(-90.506308, 41.530363)
"275",82,"Scott",9,NA,621,"",NA,8110,"Rivermont Collegiate",0,12,"C. Max Roach","Other Administrator","1821 Sunset Drive","","Bettendorf","52722",5633591366,NA,"roach@rvmt.org","POINT (-90.506308 41.530363)","52722","(-90.506308 41.530363)",TRUE,"High",c(-90.506308, 41.530363)
"276",82,"Scott",9,NA,621,"",NA,8110,"Rivermont Collegiate",0,12,"C. Max Roach","Other Administrator","1821 Sunset Drive","","Bettendorf","52722",5633591366,NA,"roach@rvmt.org","POINT (-90.506308 41.530363)","52722","(-90.506308 41.530363)",TRUE,"Middle",c(-90.506308, 41.530363)
"277",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000585,904,"Willard Elementary School",0,5,"Julie Kruse","Principal","2941 Dean Avenue","","Des Moines","50317",5152428439,5152651388,"julie.kruse@dmschools.org","POINT (-93.55916500000001 41.591468)","50317","(-93.55916500000001 41.591468)",TRUE,"Elementary",c(-93.559165, 41.591468)
"278",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000584,281,"Weeks Middle School",6,8,"Audrey Rieken","Principal","901 East Park Avenue","","Des Moines","50315",5152428449,5152886755,"Audrey.Rieken@dmschools.org","POINT (-93.600456 41.555332)","50315","(-93.600456 41.555332)",TRUE,"Middle",c(-93.600456, 41.555332)
"279",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000578,863,"Studebaker Elementary School",0,5,"Brian Crook","Principal","300 E County Line Rd","","Des Moines","50315",5152428436,5152871740,"brian.crook@dmschools.org","POINT (-93.613388 41.511948)","50315","(-93.613388 41.511948)",TRUE,"Elementary",c(-93.613388, 41.511948)
"280",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000556,620,"King Elementary School",0,5,"Kisha Barnes","Principal","1849 Forest Ave","","Des Moines","50314",5152428417,5152881382,"kisha.barnes@dmschools.org","POINT (-93.641424 41.604079)","50314","(-93.641424 41.604079)",TRUE,"Elementary",c(-93.641424, 41.604079)
"281",82,"Scott",9,1923110,5250,"Pleasant Valley  Comm School District",192311002164,407,"Hopewell Elementary",0,6,"Christopher Welch","Principal","3900 Hopewell Ave","","Bettendorf","52722",5633320250,5633320255,"welchchris@pleasval.k12.ia.us","POINT (-90.477744 41.58261)","52722","(-90.477744 41.58261)",TRUE,"Elementary",c(-90.477744, 41.58261)
"282",82,"Scott",9,1908580,1611,"Davenport  Comm School District",190858001416,962,"Children's Village Hayes",0,0,"Tammy Conrad","Principal","622 S Concord St","","Davenport","52802",5637236550,NA,"conradt@davenportschools.org","POINT (-90.622255 41.512529)","52802","(-90.622255 41.512529)",TRUE,"Elementary",c(-90.622255, 41.512529)
"283",82,"Scott",9,1908580,1611,"Davenport  Comm School District",190858001977,116,"North High School",9,12,"Jay Chelf","Principal","626 W 53rd St","","Davenport","52806",5637235500,5633889456,"chelfj@davenportschools.org","POINT (-90.580203 41.574527)","52806","(-90.580203 41.574527)",TRUE,"High",c(-90.580203, 41.574527)
"284",77,"Polk",11,NA,1737,"",NA,8221,"Mt Olive Lutheran School",0,8,"Cory Emily","Principal","5625 Franklin","","Des Moines","50310-1099",5152770247,5152742723,"cory.emily@molcs.org","POINT (-93.695852 41.61126)","50310","(-93.695852 41.61126)",TRUE,"Elementary",c(-93.695852, 41.61126)
"285",77,"Polk",11,NA,1737,"",NA,8221,"Mt Olive Lutheran School",0,8,"Cory Emily","Principal","5625 Franklin","","Des Moines","50310-1099",5152770247,5152742723,"cory.emily@molcs.org","POINT (-93.695852 41.61126)","50310","(-93.695852 41.61126)",TRUE,"Middle",c(-93.695852, 41.61126)
"286",97,"Woodbury",12,1926400,6039,"Sioux City  Comm School District",192640001934,539,"Leeds Elementary School",0,5,"Angela Bemus","Principal","3919 Jefferson St","","Sioux City","51108-1438",7122397034,7122397036,"bemusa@live.siouxcityschools.com","POINT (-96.367678 42.537806)","51108","(-96.367678 42.537806)",TRUE,"Elementary",c(-96.367678, 42.537806)
"287",77,"Polk",11,1908970,1737,"Des Moines Independent  Comm School District",190897000541,571,"Hillis Elementary School",0,5,"Renee Gelfond","Principal","2401 56th St","","Des Moines","50310",5152428412,5152790942,"renee.gelfond@dmschools.org","POINT (-93.694322 41.615861)","50310","(-93.694322 41.615861)",TRUE,"Elementary",c(-93.694322, 41.615861)
"288",82,"Scott",9,1908580,1611,"Davenport  Comm School District",190858000482,218,"Sudlow Intermediate",6,8,"Tonya Wilkiins","Principal","1414 E Locust St","","Davenport","52803",5634455150,5633262248,"wilkinst@davenportschools.org","POINT (-90.554328 41.538331)","52803","(-90.554328 41.538331)",TRUE,"Middle",c(-90.554328, 41.538331)
"289",77,"Polk",11,NA,1737,"",NA,8119,"Holy Trinity School",0,8,"Anne Franklin","Principal","2922 Beaver Ave","","Des Moines","50310",5152553162,5152551381,"afranklin@htschool.org","POINT (-93.673964 41.622248)","50310","(-93.673964 41.622248)",TRUE,"Elementary",c(-93.673964, 41.622248)
"290",77,"Polk",11,NA,1737,"",NA,8119,"Holy Trinity School",0,8,"Anne Franklin","Principal","2922 Beaver Ave","","Des Moines","50310",5152553162,5152551381,"afranklin@htschool.org","POINT (-93.673964 41.622248)","50310","(-93.673964 41.622248)",TRUE,"Middle",c(-93.673964, 41.622248)
"291",82,"Scott",9,1908580,1611,"Davenport  Comm School District",190858000490,205,"Wood Intermediate",6,8,"Sheri Simpson-Schultz","Principal","5701 N Division","","Davenport","52806",5634455300,5633914416,"simpsonschultzs@davenportschools.org","POINT (-90.600303 41.579214)","52806","(-90.600303 41.579214)",TRUE,"Middle",c(-90.600303, 41.579214)
"292",77,"Polk",11,NA,261,"",NA,8503,"Ankeny Christian  Academy",7,12,"Steve Robinson","Superintendent","1604 W. 1st Street","","Ankeny","50023-2525",5159658114,5159658210,"steve.robinson@ankenychristianacademy.com","POINT (-93.623057 41.731844)","50023","(-93.623057 41.731844)",TRUE,"High",c(-93.623057, 41.731844)
"293",77,"Polk",11,NA,261,"",NA,8503,"Ankeny Christian  Academy",7,12,"Steve Robinson","Superintendent","1604 W. 1st Street","","Ankeny","50023-2525",5159658114,5159658210,"steve.robinson@ankenychristianacademy.com","POINT (-93.623057 41.731844)","50023","(-93.623057 41.731844)",TRUE,"Middle",c(-93.623057, 41.731844)
"294",84,"Sioux",12,NA,5607,"",NA,8319,"Netherlands Reformed Christian School",0,12,"Daniel Breuer","Principal","712 20th Avenue","","Rock Valley","51247",7124762821,7124765438,"dbreuer@nrcsia.org","POINT (-96.28823900000002 43.196)","51247","(-96.28823900000002 43.196)",TRUE,"Elementary",c(-96.288239, 43.196)
"295",84,"Sioux",12,NA,5607,"",NA,8319,"Netherlands Reformed Christian School",0,12,"Daniel Breuer","Principal","712 20th Avenue","","Rock Valley","51247",7124762821,7124765438,"dbreuer@nrcsia.org","POINT (-96.28823900000002 43.196)","51247","(-96.28823900000002 43.196)",TRUE,"High",c(-96.288239, 43.196)
"296",84,"Sioux",12,NA,5607,"",NA,8319,"Netherlands Reformed Christian School",0,12,"Daniel Breuer","Principal","712 20th Avenue","","Rock Valley","51247",7124762821,7124765438,"dbreuer@nrcsia.org","POINT (-96.28823900000002 43.196)","51247","(-96.28823900000002 43.196)",TRUE,"Middle",c(-96.288239, 43.196)
"297",84,"Sioux",12,NA,747,"",NA,8309,"Western Christian High School",9,12,"Dan Barkel","Principal","925 5th St","PO Box  658","Hull","51239",7124391013,7124391407,"dan.barkel@westernchristianhs.com","POINT (-96.133871 43.192707)","51239","(-96.133871 43.192707)",TRUE,"High",c(-96.133871, 43.192707)
"298",97,"Woodbury",12,1926400,6039,"Sioux City  Comm School District",192640002080,528,"Irving Preschool",0,0,"Kimberly Burrack","Supervisor","710 Iowa St","","Sioux City","51105",7122930436,7122247473,"burrack@live.siouxcityschools.com","POINT (-96.394951 42.498449)","51105","(-96.394951 42.498449)",TRUE,"Elementary",c(-96.394951, 42.498449)
"299",77,"Polk",11,1908970,1737,"Des Moines Independent Comm School District",190897000568,977,"Orchard Place School",0,12,"Gail Soesbe","Principal","5412 SW 9th Street","","Des Moines","50315",5152879700,5152879707,"gail.soesbe@dmschools.org","POINT (-93.625747 41.535433)","50315","(-93.625747 41.535433)",TRUE,"Elementary",c(-93.625747, 41.535433)
"300",77,"Polk",11,1908970,1737,"Des Moines Independent Comm School District",190897000568,977,"Orchard Place School",0,12,"Gail Soesbe","Principal","5412 SW 9th Street","","Des Moines","50315",5152879700,5152879707,"gail.soesbe@dmschools.org","POINT (-93.625747 41.535433)","50315","(-93.625747 41.535433)",TRUE,"High",c(-93.625747, 41.535433)
"301",77,"Polk",11,1908970,1737,"Des Moines Independent Comm School District",190897000568,977,"Orchard Place School",0,12,"Gail Soesbe","Principal","5412 SW 9th Street","","Des Moines","50315",5152879700,5152879707,"gail.soesbe@dmschools.org","POINT (-93.625747 41.535433)","50315","(-93.625747 41.535433)",TRUE,"Middle",c(-93.625747, 41.535433)
"302",78,"Pottawattamie",13,NA,1476,"",NA,8004,"Saint Albert Catholic  Schools",0,12,"Joe Connolly","Other Administrator","400 Gleason Avenue","","Council Bluffs","51503",7123299000,7123280228,"connollyj@saintalbertschools.org","POINT (-95.821227 41.260942)","51503","(-95.821227 41.260942)",TRUE,"Elementary",c(-95.821227, 41.260942)
"303",78,"Pottawattamie",13,NA,1476,"",NA,8004,"Saint Albert Catholic  Schools",0,12,"Joe Connolly","Other Administrator","400 Gleason Avenue","","Council Bluffs","51503",7123299000,7123280228,"connollyj@saintalbertschools.org","POINT (-95.821227 41.260942)","51503","(-95.821227 41.260942)",TRUE,"High",c(-95.821227, 41.260942)
"304",78,"Pottawattamie",13,NA,1476,"",NA,8004,"Saint Albert Catholic  Schools",0,12,"Joe Connolly","Other Administrator","400 Gleason Avenue","","Council Bluffs","51503",7123299000,7123280228,"connollyj@saintalbertschools.org","POINT (-95.821227 41.260942)","51503","(-95.821227 41.260942)",TRUE,"Middle",c(-95.821227, 41.260942)
